name,englishName,year,director,cinima,playTime,endTime
七武士,Seven Samurai,1954,,小西天,2024-11-24 18:30:00,2024-11-24 21:57:00
滚烫的爱,Her Love Boils Bathwater,2016,,百子湾,2024-11-24 19:00:00,2024-11-24 21:05:00
尤三姐,Third Sister You,1963,,小西天(2),2024-11-26 18:30:00,2024-11-26 20:30:00
夏日之恋,My Summer of Love,2004,,小西天,2024-11-26 19:00:00,2024-11-26 20:26:00
生活秀,Life Show,2003,,小西天(2),2024-11-27 18:30:00,2024-11-27 20:15:00
女理发师,Woman Barber,1962,,百子湾,2024-11-27 19:00:00,2024-11-27 19:53:00
桃花扇,The Peach-Blossom Fan,1963,,小西天,2024-11-27 19:00:00,2024-11-27 20:59:00
三只猴子,Three Monkeys,2008,,小西天(2),2024-11-28 18:30:00,2024-11-28 20:16:00
巴黎五区的女人,The Woman in the Fifth,2011,,小西天,2024-11-28 19:00:00,2024-11-28 20:24:00
野梨树,The Wild Pear Tree,2018,,小西天(2),2024-11-29 18:30:00,2024-11-29 21:38:00
冷战,Cold War,2018,,小西天,2024-11-29 19:00:00,2024-11-29 20:28:00
耳朵大有福,Lucky Dog,2008,,百子湾,2024-11-29 19:00:00,2024-11-29 20:36:00
两生花,The Double Life of Veronique,1991,,小西天,2024-11-30 11:00:00,2024-11-30 12:37:00
双姝奇缘,Four Adventures of Reinette and Mirabelle,1987,,百子湾,2024-11-30 13:30:00,2024-11-30 15:05:00
着魔,Possession,1981,,小西天,2024-11-30 13:30:00,2024-11-30 15:34:00
春天的故事,A Tale of Springtime,1990,,百子湾,2024-11-30 15:40:00,2024-11-30 17:27:00
终结者,The Terminator,1984,,小西天,2024-11-30 16:30:00,2024-11-30 18:17:00
冬天的故事,A Tale of Winter,1992,,百子湾,2024-11-30 18:00:00,2024-11-30 19:54:00
机器战警,RoboCop,1987,,小西天,2024-11-30 19:00:00,2024-11-30 20:43:00
